step,actual_price,forecast_price,residual_error,abs_error,timestamp
3756,27.71,27.7129,0.0029,0.0029,2025-06-13 12:00:00
3757,29.94,27.2604,-2.6796,2.6796,2025-06-13 13:00:00
3758,35.77,37.2626,1.4926,1.4926,2025-06-13 14:00:00
3759,37.11,33.1432,-3.9668,3.9668,2025-06-13 15:00:00
3760,35.42,34.8097,-0.6103,0.6103,2025-06-13 16:00:00
3761,40.87,43.2685,2.3985,2.3985,2025-06-13 17:00:00
3762,43.71,44.9676,1.2576,1.2576,2025-06-13 18:00:00
3763,46.85,48.8258,1.9758,1.9758,2025-06-13 19:00:00
3764,45.59,45.9274,0.3374,0.3374,2025-06-13 20:00:00
3765,44.93,48.3544,3.4244,3.4244,2025-06-13 21:00:00
3766,42.18,44.9917,2.8117,2.8117,2025-06-13 22:00:00
3767,41.41,43.0254,1.6154,1.6154,2025-06-13 23:00:00
3768,37.59,40.4089,2.8189,2.8189,2025-06-14 00:00:00
3769,28.72,31.0961,2.3761,2.3761,2025-06-14 01:00:00
3770,28.59,27.9913,-0.5987,0.5987,2025-06-14 02:00:00
3771,24.95,22.0903,-2.8597,2.8597,2025-06-14 03:00:00
3772,25.42,26.9709,1.5509,1.5509,2025-06-14 04:00:00
3773,25.47,27.3352,1.8652,1.8652,2025-06-14 05:00:00
3774,19.32,22.5462,3.2262,3.2262,2025-06-14 06:00:00
3775,13.83,11.9892,-1.8408,1.8408,2025-06-14 07:00:00
3776,18.44,16.6739,-1.7661,1.7661,2025-06-14 08:00:00
3777,22.09,23.7398,1.6498,1.6498,2025-06-14 09:00:00
3778,22.15,22.4721,0.3221,0.3221,2025-06-14 10:00:00
3779,23.47,19.2556,-4.2144,4.2144,2025-06-14 11:00:00
3780,23.77,25.2078,1.4378,1.4378,2025-06-14 12:00:00
3781,23.68,19.5489,-4.1311,4.1311,2025-06-14 13:00:00
3782,30.76,28.8969,-1.8631,1.8631,2025-06-14 14:00:00
3783,29.97,33.8492,3.8792,3.8792,2025-06-14 15:00:00
3784,39.93,44.9922,5.0622,5.0622,2025-06-14 16:00:00
3785,37.97,35.4309,-2.5391,2.5391,2025-06-14 17:00:00
3786,36.68,36.3565,-0.3235,0.3235,2025-06-14 18:00:00
3787,37.6,38.2066,0.6066,0.6066,2025-06-14 19:00:00
3788,39.24,44.1931,4.9531,4.9531,2025-06-14 20:00:00
3789,38.53,37.7978,-0.7322,0.7322,2025-06-14 21:00:00
3790,155.76,155.0678,-0.6922,0.6922,2025-06-14 22:00:00
3791,37.0,41.3718,4.3718,4.3718,2025-06-14 23:00:00
3792,139.22,138.783,-0.437,0.437,2025-06-15 00:00:00
3793,36.88,39.1855,2.3055,2.3055,2025-06-15 01:00:00
3794,29.69,26.4971,-3.1929,3.1929,2025-06-15 02:00:00
3795,28.9,28.9719,0.0719,0.0719,2025-06-15 03:00:00
3796,23.05,19.401,-3.649,3.649,2025-06-15 04:00:00
3797,23.4,21.2614,-2.1386,2.1386,2025-06-15 05:00:00
3798,21.69,24.288,2.598,2.598,2025-06-15 06:00:00
3799,15.18,15.5552,0.3752,0.3752,2025-06-15 07:00:00
3800,24.61,24.3122,-0.2978,0.2978,2025-06-15 08:00:00
3801,23.14,21.7681,-1.3719,1.3719,2025-06-15 09:00:00
3802,19.91,19.8584,-0.0516,0.0516,2025-06-15 10:00:00
3803,19.74,20.9928,1.2528,1.2528,2025-06-15 11:00:00
3804,25.44,28.3973,2.9573,2.9573,2025-06-15 12:00:00
3805,27.2,21.1371,-6.0629,6.0629,2025-06-15 13:00:00
3806,103.73,102.1506,-1.5794,1.5794,2025-06-15 14:00:00
3807,32.64,33.5377,0.8977,0.8977,2025-06-15 15:00:00
3808,35.83,36.0828,0.2528,0.2528,2025-06-15 16:00:00
3809,40.26,41.7684,1.5084,1.5084,2025-06-15 17:00:00
3810,39.65,40.8189,1.1689,1.1689,2025-06-15 18:00:00
3811,36.6,36.3378,-0.2622,0.2622,2025-06-15 19:00:00
3812,42.97,42.1529,-0.8171,0.8171,2025-06-15 20:00:00
3813,43.33,43.2162,-0.1138,0.1138,2025-06-15 21:00:00
3814,46.11,49.4819,3.3719,3.3719,2025-06-15 22:00:00
3815,33.83,32.5,-1.33,1.33,2025-06-15 23:00:00
3816,39.28,39.623,0.343,0.343,2025-06-16 00:00:00
3817,31.05,32.0084,0.9584,0.9584,2025-06-16 01:00:00
3818,35.05,39.4509,4.4009,4.4009,2025-06-16 02:00:00
3819,29.71,29.4592,-0.2508,0.2508,2025-06-16 03:00:00
3820,33.48,36.377,2.897,2.897,2025-06-16 04:00:00
3821,24.66,28.2399,3.5799,3.5799,2025-06-16 05:00:00
3822,20.79,21.1306,0.3406,0.3406,2025-06-16 06:00:00
3823,22.83,22.8032,-0.0268,0.0268,2025-06-16 07:00:00
3824,18.73,18.4074,-0.3226,0.3226,2025-06-16 08:00:00
3825,25.89,25.7504,-0.1396,0.1396,2025-06-16 09:00:00
3826,19.85,22.4856,2.6356,2.6356,2025-06-16 10:00:00
3827,26.67,27.7475,1.0775,1.0775,2025-06-16 11:00:00
3828,23.47,24.5582,1.0882,1.0882,2025-06-16 12:00:00
3829,30.28,27.9669,-2.3131,2.3131,2025-06-16 13:00:00
3830,37.78,35.8613,-1.9187,1.9187,2025-06-16 14:00:00
3831,37.16,43.0186,5.8586,5.8586,2025-06-16 15:00:00
3832,36.51,36.5654,0.0554,0.0554,2025-06-16 16:00:00
3833,40.66,39.2231,-1.4369,1.4369,2025-06-16 17:00:00
3834,42.37,46.4477,4.0777,4.0777,2025-06-16 18:00:00
3835,44.51,45.7145,1.2045,1.2045,2025-06-16 19:00:00
3836,40.25,42.1954,1.9454,1.9454,2025-06-16 20:00:00
3837,44.81,44.9649,0.1549,0.1549,2025-06-16 21:00:00
3838,35.57,35.2733,-0.2967,0.2967,2025-06-16 22:00:00
3839,39.16,39.236,0.076,0.076,2025-06-16 23:00:00
3840,71.59,68.6332,-2.9568,2.9568,2025-06-17 00:00:00
3841,37.94,38.2202,0.2802,0.2802,2025-06-17 01:00:00
3842,33.83,35.0701,1.2401,1.2401,2025-06-17 02:00:00
3843,27.67,32.7962,5.1262,5.1262,2025-06-17 03:00:00
3844,26.31,27.025,0.715,0.715,2025-06-17 04:00:00
3845,27.2,21.8646,-5.3354,5.3354,2025-06-17 05:00:00
3846,24.91,25.175,0.265,0.265,2025-06-17 06:00:00
3847,22.66,30.0088,7.3488,7.3488,2025-06-17 07:00:00
3848,22.57,25.2359,2.6659,2.6659,2025-06-17 08:00:00
3849,25.85,24.3228,-1.5272,1.5272,2025-06-17 09:00:00
3850,23.81,25.7878,1.9778,1.9778,2025-06-17 10:00:00
3851,26.48,25.125,-1.355,1.355,2025-06-17 11:00:00
3852,34.19,31.3055,-2.8845,2.8845,2025-06-17 12:00:00
3853,27.62,27.2491,-0.3709,0.3709,2025-06-17 13:00:00
3854,29.14,29.8688,0.7288,0.7288,2025-06-17 14:00:00
3855,38.32,34.1396,-4.1804,4.1804,2025-06-17 15:00:00
3856,37.07,34.6971,-2.3729,2.3729,2025-06-17 16:00:00
3857,40.04,40.5658,0.5258,0.5258,2025-06-17 17:00:00
3858,40.48,39.9596,-0.5204,0.5204,2025-06-17 18:00:00
3859,42.78,44.267,1.487,1.487,2025-06-17 19:00:00
3860,47.77,45.2333,-2.5367,2.5367,2025-06-17 20:00:00
3861,45.43,47.7153,2.2853,2.2853,2025-06-17 21:00:00
3862,44.59,42.1306,-2.4594,2.4594,2025-06-17 22:00:00
3863,15.24,19.8468,4.6068,4.6068,2025-06-17 23:00:00
3864,35.99,32.2006,-3.7894,3.7894,2025-06-18 00:00:00
3865,29.36,27.1286,-2.2314,2.2314,2025-06-18 01:00:00
3866,31.85,33.3934,1.5434,1.5434,2025-06-18 02:00:00
3867,33.67,38.3306,4.6606,4.6606,2025-06-18 03:00:00
3868,30.16,31.4476,1.2876,1.2876,2025-06-18 04:00:00
3869,26.25,28.1571,1.9071,1.9071,2025-06-18 05:00:00
3870,25.15,25.6938,0.5438,0.5438,2025-06-18 06:00:00
3871,22.49,20.424,-2.066,2.066,2025-06-18 07:00:00
3872,24.38,23.6547,-0.7253,0.7253,2025-06-18 08:00:00
3873,26.13,23.6002,-2.5298,2.5298,2025-06-18 09:00:00
3874,21.17,18.4732,-2.6968,2.6968,2025-06-18 10:00:00
3875,27.55,29.0544,1.5044,1.5044,2025-06-18 11:00:00
3876,31.2,28.8921,-2.3079,2.3079,2025-06-18 12:00:00
3877,30.24,31.5389,1.2989,1.2989,2025-06-18 13:00:00
3878,35.62,32.8654,-2.7546,2.7546,2025-06-18 14:00:00
3879,43.5,44.741,1.241,1.241,2025-06-18 15:00:00
3880,38.61,37.8883,-0.7217,0.7217,2025-06-18 16:00:00
3881,41.92,45.9365,4.0165,4.0165,2025-06-18 17:00:00
3882,40.69,41.9993,1.3093,1.3093,2025-06-18 18:00:00
3883,43.98,47.5695,3.5895,3.5895,2025-06-18 19:00:00
3884,45.02,43.6309,-1.3891,1.3891,2025-06-18 20:00:00
3885,44.02,44.6604,0.6404,0.6404,2025-06-18 21:00:00
3886,39.98,38.0273,-1.9527,1.9527,2025-06-18 22:00:00
3887,41.46,40.926,-0.534,0.534,2025-06-18 23:00:00
3888,42.63,42.4747,-0.1553,0.1553,2025-06-19 00:00:00
3889,37.68,36.3654,-1.3146,1.3146,2025-06-19 01:00:00
3890,36.38,33.8412,-2.5388,2.5388,2025-06-19 02:00:00
3891,30.79,27.7562,-3.0338,3.0338,2025-06-19 03:00:00
3892,30.85,25.5006,-5.3494,5.3494,2025-06-19 04:00:00
3893,27.6,25.4591,-2.1409,2.1409,2025-06-19 05:00:00
3894,22.93,24.9987,2.0687,2.0687,2025-06-19 06:00:00
3895,25.11,21.6138,-3.4962,3.4962,2025-06-19 07:00:00
3896,21.49,18.5697,-2.9203,2.9203,2025-06-19 08:00:00
3897,22.73,27.7072,4.9772,4.9772,2025-06-19 09:00:00
3898,25.79,24.6988,-1.0912,1.0912,2025-06-19 10:00:00
3899,27.64,28.9426,1.3026,1.3026,2025-06-19 11:00:00
3900,26.0,28.1058,2.1058,2.1058,2025-06-19 12:00:00
3901,34.02,36.1763,2.1563,2.1563,2025-06-19 13:00:00
3902,35.4,32.0942,-3.3058,3.3058,2025-06-19 14:00:00
3903,34.8,34.7224,-0.0776,0.0776,2025-06-19 15:00:00
3904,35.13,31.5844,-3.5456,3.5456,2025-06-19 16:00:00
3905,40.68,47.2958,6.6158,6.6158,2025-06-19 17:00:00
3906,41.52,38.0328,-3.4872,3.4872,2025-06-19 18:00:00
3907,43.91,41.7904,-2.1196,2.1196,2025-06-19 19:00:00
3908,43.06,40.9585,-2.1015,2.1015,2025-06-19 20:00:00
3909,38.61,35.3683,-3.2417,3.2417,2025-06-19 21:00:00
3910,41.66,45.5415,3.8815,3.8815,2025-06-19 22:00:00
3911,40.28,46.8361,6.5561,6.5561,2025-06-19 23:00:00
3912,40.66,39.9706,-0.6894,0.6894,2025-06-20 00:00:00
3913,34.92,32.1189,-2.8011,2.8011,2025-06-20 01:00:00
3914,38.27,33.1777,-5.0923,5.0923,2025-06-20 02:00:00
3915,26.71,26.5997,-0.1103,0.1103,2025-06-20 03:00:00
3916,32.35,32.0591,-0.2909,0.2909,2025-06-20 04:00:00
3917,26.44,25.3118,-1.1282,1.1282,2025-06-20 05:00:00
3918,27.56,28.6134,1.0534,1.0534,2025-06-20 06:00:00
3919,24.61,26.0979,1.4879,1.4879,2025-06-20 07:00:00
3920,26.92,28.2277,1.3077,1.3077,2025-06-20 08:00:00
3921,23.45,23.1597,-0.2903,0.2903,2025-06-20 09:00:00
3922,22.67,20.4159,-2.2541,2.2541,2025-06-20 10:00:00
3923,30.55,32.7146,2.1646,2.1646,2025-06-20 11:00:00
3924,28.79,29.3213,0.5313,0.5313,2025-06-20 12:00:00
3925,32.04,34.7609,2.7209,2.7209,2025-06-20 13:00:00
3926,37.16,39.6352,2.4752,2.4752,2025-06-20 14:00:00
3927,34.08,31.0256,-3.0544,3.0544,2025-06-20 15:00:00
3928,40.56,37.4744,-3.0856,3.0856,2025-06-20 16:00:00
3929,39.67,38.2811,-1.3889,1.3889,2025-06-20 17:00:00
3930,24.46,22.3193,-2.1407,2.1407,2025-06-20 18:00:00
3931,43.91,46.2981,2.3881,2.3881,2025-06-20 19:00:00
3932,40.32,41.6983,1.3783,1.3783,2025-06-20 20:00:00
3933,41.79,45.038,3.248,3.248,2025-06-20 21:00:00
3934,46.11,47.6012,1.4912,1.4912,2025-06-20 22:00:00
3935,43.36,44.3816,1.0216,1.0216,2025-06-20 23:00:00
3936,87.91,91.4093,3.4993,3.4993,2025-06-21 00:00:00
3937,33.37,35.0443,1.6743,1.6743,2025-06-21 01:00:00
3938,128.78,129.4503,0.6703,0.6703,2025-06-21 02:00:00
3939,30.98,35.1811,4.2011,4.2011,2025-06-21 03:00:00
3940,24.68,25.468,0.788,0.788,2025-06-21 04:00:00
3941,23.68,23.4191,-0.2609,0.2609,2025-06-21 05:00:00
3942,24.38,22.7854,-1.5946,1.5946,2025-06-21 06:00:00
3943,18.57,20.8276,2.2576,2.2576,2025-06-21 07:00:00
3944,24.07,27.6626,3.5926,3.5926,2025-06-21 08:00:00
3945,16.69,17.0635,0.3735,0.3735,2025-06-21 09:00:00
3946,25.59,29.3598,3.7698,3.7698,2025-06-21 10:00:00
3947,22.17,17.745,-4.425,4.425,2025-06-21 11:00:00
3948,24.57,24.9314,0.3614,0.3614,2025-06-21 12:00:00
3949,22.86,23.2598,0.3998,0.3998,2025-06-21 13:00:00
3950,29.04,27.7225,-1.3175,1.3175,2025-06-21 14:00:00
3951,30.17,36.6297,6.4597,6.4597,2025-06-21 15:00:00
3952,33.66,33.9945,0.3345,0.3345,2025-06-21 16:00:00
3953,36.9,36.3807,-0.5193,0.5193,2025-06-21 17:00:00
3954,41.23,41.7949,0.5649,0.5649,2025-06-21 18:00:00
3955,119.04,114.533,-4.507,4.507,2025-06-21 19:00:00
3956,40.95,39.5503,-1.3997,1.3997,2025-06-21 20:00:00
3957,37.1,40.0581,2.9581,2.9581,2025-06-21 21:00:00
3958,36.63,35.5576,-1.0724,1.0724,2025-06-21 22:00:00
3959,41.74,40.1678,-1.5722,1.5722,2025-06-21 23:00:00
3960,33.44,37.2138,3.7738,3.7738,2025-06-22 00:00:00
3961,37.01,40.8606,3.8506,3.8506,2025-06-22 01:00:00
3962,29.67,31.4625,1.7925,1.7925,2025-06-22 02:00:00
3963,27.7,27.0622,-0.6378,0.6378,2025-06-22 03:00:00
3964,27.95,27.8513,-0.0987,0.0987,2025-06-22 04:00:00
3965,26.39,24.8796,-1.5104,1.5104,2025-06-22 05:00:00
3966,21.34,19.3531,-1.9869,1.9869,2025-06-22 06:00:00
3967,19.65,17.539,-2.111,2.111,2025-06-22 07:00:00
3968,20.14,19.0949,-1.0451,1.0451,2025-06-22 08:00:00
3969,21.46,19.3732,-2.0868,2.0868,2025-06-22 09:00:00
3970,23.85,20.4407,-3.4093,3.4093,2025-06-22 10:00:00
3971,23.22,24.2685,1.0485,1.0485,2025-06-22 11:00:00
3972,26.83,27.9165,1.0865,1.0865,2025-06-22 12:00:00
3973,31.79,36.542,4.752,4.752,2025-06-22 13:00:00
3974,31.23,30.0592,-1.1708,1.1708,2025-06-22 14:00:00
3975,33.65,34.8903,1.2403,1.2403,2025-06-22 15:00:00
3976,31.48,32.7618,1.2818,1.2818,2025-06-22 16:00:00
3977,30.77,30.6354,-0.1346,0.1346,2025-06-22 17:00:00
3978,39.91,42.2708,2.3608,2.3608,2025-06-22 18:00:00
3979,39.7,42.1381,2.4381,2.4381,2025-06-22 19:00:00
3980,38.99,40.3085,1.3185,1.3185,2025-06-22 20:00:00
3981,103.5,103.3609,-0.1391,0.1391,2025-06-22 21:00:00
3982,38.79,38.3962,-0.3938,0.3938,2025-06-22 22:00:00
3983,40.17,37.2506,-2.9194,2.9194,2025-06-22 23:00:00
3984,39.6,38.0852,-1.5148,1.5148,2025-06-23 00:00:00
3985,35.1,34.045,-1.055,1.055,2025-06-23 01:00:00
3986,36.86,34.5501,-2.3099,2.3099,2025-06-23 02:00:00
3987,31.25,32.8498,1.5998,1.5998,2025-06-23 03:00:00
3988,30.7,34.1916,3.4916,3.4916,2025-06-23 04:00:00
3989,26.12,24.3498,-1.7702,1.7702,2025-06-23 05:00:00
3990,24.1,25.3086,1.2086,1.2086,2025-06-23 06:00:00
3991,24.93,22.8447,-2.0853,2.0853,2025-06-23 07:00:00
3992,24.41,24.1477,-0.2623,0.2623,2025-06-23 08:00:00
3993,25.92,24.6942,-1.2258,1.2258,2025-06-23 09:00:00
3994,25.05,27.0547,2.0047,2.0047,2025-06-23 10:00:00
3995,22.72,21.523,-1.197,1.197,2025-06-23 11:00:00
3996,28.3,31.3292,3.0292,3.0292,2025-06-23 12:00:00
3997,103.12,103.0057,-0.1143,0.1143,2025-06-23 13:00:00
3998,33.64,32.516,-1.124,1.124,2025-06-23 14:00:00
3999,36.35,33.7167,-2.6333,2.6333,2025-06-23 15:00:00
4000,41.85,42.983,1.133,1.133,2025-06-23 16:00:00
4001,39.67,42.408,2.738,2.738,2025-06-23 17:00:00
4002,39.18,40.3633,1.1833,1.1833,2025-06-23 18:00:00
4003,43.64,49.7371,6.0971,6.0971,2025-06-23 19:00:00
4004,43.17,47.2445,4.0745,4.0745,2025-06-23 20:00:00
4005,41.63,41.3612,-0.2688,0.2688,2025-06-23 21:00:00
4006,42.6,42.3049,-0.2951,0.2951,2025-06-23 22:00:00
4007,138.52,140.1942,1.6742,1.6742,2025-06-23 23:00:00
4008,39.46,37.865,-1.595,1.595,2025-06-24 00:00:00
4009,37.84,41.2557,3.4157,3.4157,2025-06-24 01:00:00
4010,39.02,40.424,1.404,1.404,2025-06-24 02:00:00
4011,31.04,32.1811,1.1411,1.1411,2025-06-24 03:00:00
4012,30.18,32.3974,2.2174,2.2174,2025-06-24 04:00:00
4013,26.14,30.9471,4.8071,4.8071,2025-06-24 05:00:00
4014,23.71,24.6374,0.9274,0.9274,2025-06-24 06:00:00
4015,23.36,23.5774,0.2174,0.2174,2025-06-24 07:00:00
4016,23.29,27.5618,4.2718,4.2718,2025-06-24 08:00:00
4017,25.72,28.6389,2.9189,2.9189,2025-06-24 09:00:00
4018,31.7,31.3976,-0.3024,0.3024,2025-06-24 10:00:00
4019,25.62,26.133,0.513,0.513,2025-06-24 11:00:00
4020,28.44,29.4285,0.9885,0.9885,2025-06-24 12:00:00
4021,31.74,33.1445,1.4045,1.4045,2025-06-24 13:00:00
4022,35.47,32.5785,-2.8915,2.8915,2025-06-24 14:00:00
4023,37.73,34.3738,-3.3562,3.3562,2025-06-24 15:00:00
4024,42.69,40.9715,-1.7185,1.7185,2025-06-24 16:00:00
4025,35.49,33.5782,-1.9118,1.9118,2025-06-24 17:00:00
4026,37.18,36.0704,-1.1096,1.1096,2025-06-24 18:00:00
4027,42.9,44.9868,2.0868,2.0868,2025-06-24 19:00:00
4028,47.23,47.3077,0.0777,0.0777,2025-06-24 20:00:00
4029,40.23,41.221,0.991,0.991,2025-06-24 21:00:00
4030,35.63,33.0692,-2.5608,2.5608,2025-06-24 22:00:00
4031,42.98,42.3259,-0.6541,0.6541,2025-06-24 23:00:00
4032,40.2,42.1681,1.9681,1.9681,2025-06-25 00:00:00
4033,34.45,36.4374,1.9874,1.9874,2025-06-25 01:00:00
4034,32.12,30.8086,-1.3114,1.3114,2025-06-25 02:00:00
4035,29.57,30.4742,0.9042,0.9042,2025-06-25 03:00:00
4036,29.86,35.8571,5.9971,5.9971,2025-06-25 04:00:00
4037,25.95,26.406,0.456,0.456,2025-06-25 05:00:00
4038,27.16,25.927,-1.233,1.233,2025-06-25 06:00:00
4039,17.79,17.8556,0.0656,0.0656,2025-06-25 07:00:00
4040,22.45,23.1804,0.7304,0.7304,2025-06-25 08:00:00
4041,22.11,22.2321,0.1221,0.1221,2025-06-25 09:00:00
4042,25.29,25.7116,0.4216,0.4216,2025-06-25 10:00:00
4043,26.17,23.0614,-3.1086,3.1086,2025-06-25 11:00:00
4044,31.58,29.6734,-1.9066,1.9066,2025-06-25 12:00:00
4045,27.35,27.4767,0.1267,0.1267,2025-06-25 13:00:00
4046,34.7,34.7868,0.0868,0.0868,2025-06-25 14:00:00
4047,38.57,37.6545,-0.9155,0.9155,2025-06-25 15:00:00
4048,44.23,44.2875,0.0575,0.0575,2025-06-25 16:00:00
4049,40.45,41.1025,0.6525,0.6525,2025-06-25 17:00:00
4050,44.06,46.7835,2.7235,2.7235,2025-06-25 18:00:00
4051,39.74,39.992,0.252,0.252,2025-06-25 19:00:00
4052,38.61,40.1078,1.4978,1.4978,2025-06-25 20:00:00
4053,46.36,45.506,-0.854,0.854,2025-06-25 21:00:00
4054,43.23,45.1602,1.9302,1.9302,2025-06-25 22:00:00
4055,44.6,46.0393,1.4393,1.4393,2025-06-25 23:00:00
4056,36.26,38.9245,2.6645,2.6645,2025-06-26 00:00:00
4057,38.58,40.8637,2.2837,2.2837,2025-06-26 01:00:00
4058,39.36,41.3318,1.9718,1.9718,2025-06-26 02:00:00
4059,33.15,33.404,0.254,0.254,2025-06-26 03:00:00
4060,30.38,31.4923,1.1123,1.1123,2025-06-26 04:00:00
4061,27.64,30.7988,3.1588,3.1588,2025-06-26 05:00:00
4062,22.1,20.9698,-1.1302,1.1302,2025-06-26 06:00:00
4063,28.42,27.349,-1.071,1.071,2025-06-26 07:00:00
4064,23.16,24.1136,0.9536,0.9536,2025-06-26 08:00:00
4065,26.29,27.8282,1.5382,1.5382,2025-06-26 09:00:00
4066,22.12,20.5597,-1.5603,1.5603,2025-06-26 10:00:00
4067,24.67,24.9831,0.3131,0.3131,2025-06-26 11:00:00
4068,33.28,33.545,0.265,0.265,2025-06-26 12:00:00
4069,31.23,26.1918,-5.0382,5.0382,2025-06-26 13:00:00
4070,38.32,38.271,-0.049,0.049,2025-06-26 14:00:00
4071,37.08,37.1867,0.1067,0.1067,2025-06-26 15:00:00
4072,35.09,35.1893,0.0993,0.0993,2025-06-26 16:00:00
4073,43.99,48.0298,4.0398,4.0398,2025-06-26 17:00:00
4074,41.88,39.3405,-2.5395,2.5395,2025-06-26 18:00:00
4075,46.1,44.5384,-1.5616,1.5616,2025-06-26 19:00:00
4076,44.75,38.7195,-6.0305,6.0305,2025-06-26 20:00:00
4077,40.49,39.7877,-0.7023,0.7023,2025-06-26 21:00:00
4078,43.76,43.2709,-0.4891,0.4891,2025-06-26 22:00:00
4079,47.25,46.4751,-0.7749,0.7749,2025-06-26 23:00:00
4080,41.03,44.2992,3.2692,3.2692,2025-06-27 00:00:00
4081,37.24,39.8915,2.6515,2.6515,2025-06-27 01:00:00
4082,37.48,38.1746,0.6946,0.6946,2025-06-27 02:00:00
4083,32.73,32.3035,-0.4265,0.4265,2025-06-27 03:00:00
4084,30.32,33.3855,3.0655,3.0655,2025-06-27 04:00:00
4085,24.99,25.4406,0.4506,0.4506,2025-06-27 05:00:00
4086,26.72,25.1743,-1.5457,1.5457,2025-06-27 06:00:00
4087,105.24,101.4494,-3.7906,3.7906,2025-06-27 07:00:00
4088,22.7,22.0967,-0.6033,0.6033,2025-06-27 08:00:00
4089,28.7,31.0866,2.3866,2.3866,2025-06-27 09:00:00
4090,25.9,32.0913,6.1913,6.1913,2025-06-27 10:00:00
4091,25.5,26.154,0.654,0.654,2025-06-27 11:00:00
4092,32.29,30.8766,-1.4134,1.4134,2025-06-27 12:00:00
4093,31.49,29.0276,-2.4624,2.4624,2025-06-27 13:00:00
4094,36.69,38.5699,1.8799,1.8799,2025-06-27 14:00:00
4095,36.65,32.7385,-3.9115,3.9115,2025-06-27 15:00:00
4096,39.64,41.5159,1.8759,1.8759,2025-06-27 16:00:00
4097,43.1,45.6443,2.5443,2.5443,2025-06-27 17:00:00
4098,44.18,45.7707,1.5907,1.5907,2025-06-27 18:00:00
4099,39.46,39.4108,-0.0492,0.0492,2025-06-27 19:00:00
4100,41.99,43.9024,1.9124,1.9124,2025-06-27 20:00:00
4101,100.54,101.4673,0.9273,0.9273,2025-06-27 21:00:00
4102,43.12,41.6747,-1.4453,1.4453,2025-06-27 22:00:00
4103,40.56,45.686,5.126,5.126,2025-06-27 23:00:00
4104,32.5,32.1208,-0.3792,0.3792,2025-06-28 00:00:00
4105,30.79,33.2294,2.4394,2.4394,2025-06-28 01:00:00
4106,25.84,20.2935,-5.5465,5.5465,2025-06-28 02:00:00
4107,28.06,31.7512,3.6912,3.6912,2025-06-28 03:00:00
4108,24.4,28.5719,4.1719,4.1719,2025-06-28 04:00:00
4109,21.41,21.9846,0.5746,0.5746,2025-06-28 05:00:00
4110,22.07,23.9669,1.8969,1.8969,2025-06-28 06:00:00
4111,22.15,24.0463,1.8963,1.8963,2025-06-28 07:00:00
4112,26.13,25.023,-1.107,1.107,2025-06-28 08:00:00
4113,17.46,19.3278,1.8678,1.8678,2025-06-28 09:00:00
4114,25.13,23.6084,-1.5216,1.5216,2025-06-28 10:00:00
4115,26.26,25.2381,-1.0219,1.0219,2025-06-28 11:00:00
4116,23.95,27.2674,3.3174,3.3174,2025-06-28 12:00:00
4117,28.82,31.7566,2.9366,2.9366,2025-06-28 13:00:00
4118,29.75,28.4841,-1.2659,1.2659,2025-06-28 14:00:00
4119,33.95,32.6161,-1.3339,1.3339,2025-06-28 15:00:00
4120,39.67,38.556,-1.114,1.114,2025-06-28 16:00:00
4121,39.48,41.8116,2.3316,2.3316,2025-06-28 17:00:00
4122,40.83,38.83,-2.0,2.0,2025-06-28 18:00:00
4123,39.48,40.8718,1.3918,1.3918,2025-06-28 19:00:00
4124,37.19,39.5571,2.3671,2.3671,2025-06-28 20:00:00
4125,40.03,40.3094,0.2794,0.2794,2025-06-28 21:00:00
4126,42.57,45.5952,3.0252,3.0252,2025-06-28 22:00:00
4127,34.15,33.8892,-0.2608,0.2608,2025-06-28 23:00:00
4128,33.36,33.3254,-0.0346,0.0346,2025-06-29 00:00:00
4129,33.9,31.9569,-1.9431,1.9431,2025-06-29 01:00:00
4130,28.54,31.5829,3.0429,3.0429,2025-06-29 02:00:00
4131,26.43,25.0137,-1.4163,1.4163,2025-06-29 03:00:00
4132,24.94,26.3144,1.3744,1.3744,2025-06-29 04:00:00
4133,20.51,20.8317,0.3217,0.3217,2025-06-29 05:00:00
4134,19.9,17.768,-2.132,2.132,2025-06-29 06:00:00
4135,23.1,22.0772,-1.0228,1.0228,2025-06-29 07:00:00
4136,17.73,21.6872,3.9572,3.9572,2025-06-29 08:00:00
4137,17.35,18.3541,1.0041,1.0041,2025-06-29 09:00:00
4138,20.76,18.7371,-2.0229,2.0229,2025-06-29 10:00:00
4139,25.76,27.0233,1.2633,1.2633,2025-06-29 11:00:00
4140,25.51,25.6447,0.1347,0.1347,2025-06-29 12:00:00
4141,27.25,36.3851,9.1351,9.1351,2025-06-29 13:00:00
4142,31.11,32.3228,1.2128,1.2128,2025-06-29 14:00:00
4143,29.22,28.7684,-0.4516,0.4516,2025-06-29 15:00:00
4144,37.24,41.2901,4.0501,4.0501,2025-06-29 16:00:00
4145,39.03,34.9274,-4.1026,4.1026,2025-06-29 17:00:00
4146,38.64,39.3758,0.7358,0.7358,2025-06-29 18:00:00
4147,43.17,48.6561,5.4861,5.4861,2025-06-29 19:00:00
4148,38.18,38.3895,0.2095,0.2095,2025-06-29 20:00:00
4149,43.48,39.6467,-3.8333,3.8333,2025-06-29 21:00:00
4150,40.05,39.5602,-0.4898,0.4898,2025-06-29 22:00:00
4151,37.23,41.3663,4.1363,4.1363,2025-06-29 23:00:00
4152,40.05,41.4902,1.4402,1.4402,2025-06-30 00:00:00
