timestamp,actual_price,forecast_price,residual_usd,residual_usd_per_mwh,absolute_error_usd,absolute_error_usd_per_mwh,hour_of_day,hour
2025-07-22 01:00:00+00:00,41.1,41.85,0.75,0.75,0.75,0.75,1,1
2025-07-22 02:00:00+00:00,30.75,29.69,-1.06,-1.06,1.06,1.06,2,2
2025-07-22 03:00:00+00:00,41.1,40.05,-1.05,-1.05,1.05,1.05,3,3
2025-07-22 04:00:00+00:00,33.64,32.52,-1.12,-1.12,1.12,1.12,4,4
2025-07-22 05:00:00+00:00,30.62,29.35,-1.27,-1.27,1.27,1.27,5,5
2025-07-22 06:00:00+00:00,31.61,28.9,-2.71,-2.71,2.71,2.71,6,6
2025-07-22 07:00:00+00:00,33.51,30.26,-3.25,-3.25,3.25,3.25,7,7
2025-07-22 08:00:00+00:00,29.49,29.5,0.01,0.01,0.01,0.01,8,8
2025-07-22 09:00:00+00:00,30.03,29.05,-0.98,-0.98,0.98,0.98,9,9
2025-07-22 10:00:00+00:00,28.98,32.25,3.27,3.27,3.27,3.27,10,10
2025-07-22 11:00:00+00:00,29.89,31.12,1.23,1.23,1.23,1.23,11,11
2025-07-22 12:00:00+00:00,31.12,32.28,1.16,1.16,1.16,1.16,12,12
2025-07-22 13:00:00+00:00,32.66,31.3,-1.36,-1.36,1.36,1.36,13,13
2025-07-22 14:00:00+00:00,35.6,35.8,0.2,0.2,0.2,0.2,14,14
2025-07-22 15:00:00+00:00,36.53,37.93,1.4,1.4,1.4,1.4,15,15
2025-07-22 16:00:00+00:00,42.12,44.41,2.29,2.29,2.29,2.29,16,16
2025-07-22 17:00:00+00:00,40.17,40.44,0.27,0.27,0.27,0.27,17,17
2025-07-22 18:00:00+00:00,46.45,49.65,3.2,3.2,3.2,3.2,18,18
2025-07-22 19:00:00+00:00,46.88,47.4,0.52,0.52,0.52,0.52,19,19
2025-07-22 20:00:00+00:00,47.68,50.16,2.48,2.48,2.48,2.48,20,20
2025-07-22 21:00:00+00:00,45.67,44.95,-0.72,-0.72,0.72,0.72,21,21
2025-07-22 22:00:00+00:00,53.67,49.64,-4.03,-4.03,4.03,4.03,22,22
2025-07-22 23:00:00+00:00,47.79,48.96,1.17,1.17,1.17,1.17,23,23
2025-07-23 00:00:00+00:00,39.3,41.61,2.31,2.31,2.31,2.31,0,0
2025-07-23 01:00:00+00:00,40.58,42.52,1.94,1.94,1.94,1.94,1,1
2025-07-23 02:00:00+00:00,35.89,37.45,1.56,1.56,1.56,1.56,2,2
2025-07-23 03:00:00+00:00,32.28,31.91,-0.37,-0.37,0.37,0.37,3,3
2025-07-23 04:00:00+00:00,29.06,27.54,-1.52,-1.52,1.52,1.52,4,4
2025-07-23 05:00:00+00:00,31.42,33.3,1.88,1.88,1.88,1.88,5,5
2025-07-23 06:00:00+00:00,27.05,28.62,1.57,1.57,1.57,1.57,6,6
2025-07-23 07:00:00+00:00,30.17,29.27,-0.9,-0.9,0.9,0.9,7,7
2025-07-23 08:00:00+00:00,29.89,33.16,3.27,3.27,3.27,3.27,8,8
2025-07-23 09:00:00+00:00,31.18,29.47,-1.71,-1.71,1.71,1.71,9,9
2025-07-23 10:00:00+00:00,26.62,25.66,-0.96,-0.96,0.96,0.96,10,10
2025-07-23 11:00:00+00:00,31.53,36.12,4.59,4.59,4.59,4.59,11,11
2025-07-23 12:00:00+00:00,12.65,15.32,2.67,2.67,2.67,2.67,12,12
2025-07-23 13:00:00+00:00,33.64,33.24,-0.4,-0.4,0.4,0.4,13,13
2025-07-23 14:00:00+00:00,35.48,36.7,1.22,1.22,1.22,1.22,14,14
2025-07-23 15:00:00+00:00,44.02,44.91,0.89,0.89,0.89,0.89,15,15
2025-07-23 16:00:00+00:00,42.98,36.62,-6.36,-6.36,6.36,6.36,16,16
2025-07-23 17:00:00+00:00,46.07,44.3,-1.77,-1.77,1.77,1.77,17,17
2025-07-23 18:00:00+00:00,44.01,44.38,0.37,0.37,0.37,0.37,18,18
2025-07-23 19:00:00+00:00,44.02,43.63,-0.39,-0.39,0.39,0.39,19,19
2025-07-23 20:00:00+00:00,45.99,47.11,1.12,1.12,1.12,1.12,20,20
2025-07-23 21:00:00+00:00,46.76,50.08,3.32,3.32,3.32,3.32,21,21
2025-07-23 22:00:00+00:00,43.41,43.11,-0.3,-0.3,0.3,0.3,22,22
2025-07-23 23:00:00+00:00,44.46,42.32,-2.14,-2.14,2.14,2.14,23,23
2025-07-24 00:00:00+00:00,38.28,39.59,1.31,1.31,1.31,1.31,0,0
2025-07-24 01:00:00+00:00,37.29,36.97,-0.32,-0.32,0.32,0.32,1,1
2025-07-24 02:00:00+00:00,39.18,39.29,0.11,0.11,0.11,0.11,2,2
2025-07-24 03:00:00+00:00,36.42,36.19,-0.23,-0.23,0.23,0.23,3,3
2025-07-24 04:00:00+00:00,31.52,37.62,6.1,6.1,6.1,6.1,4,4
2025-07-24 05:00:00+00:00,27.89,22.79,-5.1,-5.1,5.1,5.1,5,5
2025-07-24 06:00:00+00:00,26.27,25.8,-0.47,-0.47,0.47,0.47,6,6
2025-07-24 07:00:00+00:00,26.91,27.4,0.49,0.49,0.49,0.49,7,7
2025-07-24 08:00:00+00:00,29.11,27.66,-1.45,-1.45,1.45,1.45,8,8
2025-07-24 09:00:00+00:00,30.16,32.91,2.75,2.75,2.75,2.75,9,9
2025-07-24 10:00:00+00:00,27.6,30.13,2.53,2.53,2.53,2.53,10,10
2025-07-24 11:00:00+00:00,27.55,27.93,0.38,0.38,0.38,0.38,11,11
2025-07-24 12:00:00+00:00,33.17,32.99,-0.18,-0.18,0.18,0.18,12,12
2025-07-24 13:00:00+00:00,32.86,33.08,0.22,0.22,0.22,0.22,13,13
2025-07-24 14:00:00+00:00,36.21,36.45,0.24,0.24,0.24,0.24,14,14
2025-07-24 15:00:00+00:00,43.4,43.7,0.3,0.3,0.3,0.3,15,15
2025-07-24 16:00:00+00:00,44.57,44.6,0.03,0.03,0.03,0.03,16,16
2025-07-24 17:00:00+00:00,44.97,46.1,1.13,1.13,1.13,1.13,17,17
2025-07-24 18:00:00+00:00,42.98,45.36,2.38,2.38,2.38,2.38,18,18
2025-07-24 19:00:00+00:00,47.69,45.11,-2.58,-2.58,2.58,2.58,19,19
2025-07-24 20:00:00+00:00,50.16,48.03,-2.13,-2.13,2.13,2.13,20,20
2025-07-24 21:00:00+00:00,46.22,42.35,-3.87,-3.87,3.87,3.87,21,21
2025-07-24 22:00:00+00:00,49.54,52.21,2.67,2.67,2.67,2.67,22,22
2025-07-24 23:00:00+00:00,84.57,85.7,1.13,1.13,1.13,1.13,23,23
2025-07-25 00:00:00+00:00,46.76,48.52,1.76,1.76,1.76,1.76,0,0
2025-07-25 01:00:00+00:00,40.95,37.88,-3.07,-3.07,3.07,3.07,1,1
2025-07-25 02:00:00+00:00,39.07,44.03,4.96,4.96,4.96,4.96,2,2
2025-07-25 03:00:00+00:00,38.54,37.52,-1.02,-1.02,1.02,1.02,3,3
2025-07-25 04:00:00+00:00,33.72,34.64,0.92,0.92,0.92,0.92,4,4
2025-07-25 05:00:00+00:00,29.27,31.91,2.64,2.64,2.64,2.64,5,5
2025-07-25 06:00:00+00:00,27.82,25.85,-1.97,-1.97,1.97,1.97,6,6
2025-07-25 07:00:00+00:00,28.53,27.66,-0.87,-0.87,0.87,0.87,7,7
2025-07-25 08:00:00+00:00,24.37,25.32,0.95,0.95,0.95,0.95,8,8
2025-07-25 09:00:00+00:00,27.58,35.22,7.64,7.64,7.64,7.64,9,9
2025-07-25 10:00:00+00:00,31.68,32.93,1.25,1.25,1.25,1.25,10,10
2025-07-25 11:00:00+00:00,25.05,29.57,4.52,4.52,4.52,4.52,11,11
2025-07-25 12:00:00+00:00,36.43,39.94,3.51,3.51,3.51,3.51,12,12
2025-07-25 13:00:00+00:00,37.81,39.23,1.42,1.42,1.42,1.42,13,13
2025-07-25 14:00:00+00:00,36.45,34.48,-1.97,-1.97,1.97,1.97,14,14
2025-07-25 15:00:00+00:00,41.54,44.69,3.15,3.15,3.15,3.15,15,15
2025-07-25 16:00:00+00:00,42.6,39.35,-3.25,-3.25,3.25,3.25,16,16
2025-07-25 17:00:00+00:00,47.74,52.24,4.5,4.5,4.5,4.5,17,17
2025-07-25 18:00:00+00:00,48.71,49.71,1.0,1.0,1.0,1.0,18,18
2025-07-25 19:00:00+00:00,43.76,37.63,-6.13,-6.13,6.13,6.13,19,19
2025-07-25 20:00:00+00:00,49.06,48.71,-0.35,-0.35,0.35,0.35,20,20
2025-07-25 21:00:00+00:00,46.74,48.87,2.13,2.13,2.13,2.13,21,21
2025-07-25 22:00:00+00:00,46.46,46.37,-0.09,-0.09,0.09,0.09,22,22
2025-07-25 23:00:00+00:00,42.85,45.14,2.29,2.29,2.29,2.29,23,23
2025-07-26 00:00:00+00:00,43.06,41.43,-1.63,-1.63,1.63,1.63,0,0
2025-07-26 01:00:00+00:00,38.88,36.12,-2.76,-2.76,2.76,2.76,1,1
2025-07-26 02:00:00+00:00,31.84,32.16,0.32,0.32,0.32,0.32,2,2
2025-07-26 03:00:00+00:00,27.76,28.34,0.58,0.58,0.58,0.58,3,3
2025-07-26 04:00:00+00:00,27.73,27.36,-0.37,-0.37,0.37,0.37,4,4
2025-07-26 05:00:00+00:00,27.7,31.27,3.57,3.57,3.57,3.57,5,5
2025-07-26 06:00:00+00:00,25.63,24.0,-1.63,-1.63,1.63,1.63,6,6
2025-07-26 07:00:00+00:00,27.16,28.44,1.28,1.28,1.28,1.28,7,7
2025-07-26 08:00:00+00:00,25.66,26.33,0.67,0.67,0.67,0.67,8,8
2025-07-26 09:00:00+00:00,26.45,23.06,-3.39,-3.39,3.39,3.39,9,9
2025-07-26 10:00:00+00:00,7.37,4.57,-2.8,-2.8,2.8,2.8,10,10
2025-07-26 11:00:00+00:00,23.15,23.68,0.53,0.53,0.53,0.53,11,11
2025-07-26 12:00:00+00:00,28.2,33.65,5.45,5.45,5.45,5.45,12,12
2025-07-26 13:00:00+00:00,33.75,35.7,1.95,1.95,1.95,1.95,13,13
2025-07-26 14:00:00+00:00,33.56,29.75,-3.81,-3.81,3.81,3.81,14,14
2025-07-26 15:00:00+00:00,37.54,30.26,-7.28,-7.28,7.28,7.28,15,15
2025-07-26 16:00:00+00:00,37.89,40.22,2.33,2.33,2.33,2.33,16,16
2025-07-26 17:00:00+00:00,38.19,38.45,0.26,0.26,0.26,0.26,17,17
2025-07-26 18:00:00+00:00,42.04,45.39,3.35,3.35,3.35,3.35,18,18
2025-07-26 19:00:00+00:00,44.12,42.42,-1.7,-1.7,1.7,1.7,19,19
2025-07-26 20:00:00+00:00,42.05,43.43,1.38,1.38,1.38,1.38,20,20
2025-07-26 21:00:00+00:00,42.76,45.38,2.62,2.62,2.62,2.62,21,21
2025-07-26 22:00:00+00:00,40.0,39.38,-0.62,-0.62,0.62,0.62,22,22
2025-07-26 23:00:00+00:00,43.56,42.99,-0.57,-0.57,0.57,0.57,23,23
2025-07-27 00:00:00+00:00,38.05,38.61,0.56,0.56,0.56,0.56,0,0
2025-07-27 01:00:00+00:00,40.0,41.86,1.86,1.86,1.86,1.86,1,1
2025-07-27 02:00:00+00:00,37.6,38.06,0.46,0.46,0.46,0.46,2,2
2025-07-27 03:00:00+00:00,30.99,33.92,2.93,2.93,2.93,2.93,3,3
2025-07-27 04:00:00+00:00,26.26,25.61,-0.65,-0.65,0.65,0.65,4,4
2025-07-27 05:00:00+00:00,21.5,18.68,-2.82,-2.82,2.82,2.82,5,5
2025-07-27 06:00:00+00:00,21.44,26.88,5.44,5.44,5.44,5.44,6,6
2025-07-27 07:00:00+00:00,20.69,19.68,-1.01,-1.01,1.01,1.01,7,7
2025-07-27 08:00:00+00:00,27.23,26.31,-0.92,-0.92,0.92,0.92,8,8
2025-07-27 09:00:00+00:00,24.41,24.75,0.34,0.34,0.34,0.34,9,9
2025-07-27 10:00:00+00:00,26.1,26.77,0.67,0.67,0.67,0.67,10,10
2025-07-27 11:00:00+00:00,21.16,20.69,-0.47,-0.47,0.47,0.47,11,11
2025-07-27 12:00:00+00:00,25.79,26.25,0.46,0.46,0.46,0.46,12,12
2025-07-27 13:00:00+00:00,33.41,33.81,0.4,0.4,0.4,0.4,13,13
2025-07-27 14:00:00+00:00,34.5,35.44,0.94,0.94,0.94,0.94,14,14
2025-07-27 15:00:00+00:00,36.0,30.61,-5.39,-5.39,5.39,5.39,15,15
2025-07-27 16:00:00+00:00,40.19,45.39,5.2,5.2,5.2,5.2,16,16
2025-07-27 17:00:00+00:00,44.94,45.07,0.13,0.13,0.13,0.13,17,17
2025-07-27 18:00:00+00:00,41.89,43.84,1.95,1.95,1.95,1.95,18,18
2025-07-27 19:00:00+00:00,43.61,40.66,-2.95,-2.95,2.95,2.95,19,19
2025-07-27 20:00:00+00:00,44.26,43.58,-0.68,-0.68,0.68,0.68,20,20
2025-07-27 21:00:00+00:00,49.42,48.24,-1.18,-1.18,1.18,1.18,21,21
2025-07-27 22:00:00+00:00,37.19,41.36,4.17,4.17,4.17,4.17,22,22
2025-07-27 23:00:00+00:00,42.56,41.6,-0.96,-0.96,0.96,0.96,23,23
2025-07-28 00:00:00+00:00,42.59,44.99,2.4,2.4,2.4,2.4,0,0
2025-07-28 01:00:00+00:00,41.88,40.75,-1.13,-1.13,1.13,1.13,1,1
2025-07-28 02:00:00+00:00,36.23,35.6,-0.63,-0.63,0.63,0.63,2,2
2025-07-28 03:00:00+00:00,35.16,35.05,-0.11,-0.11,0.11,0.11,3,3
2025-07-28 04:00:00+00:00,34.65,38.36,3.71,3.71,3.71,3.71,4,4
2025-07-28 05:00:00+00:00,38.58,34.36,-4.22,-4.22,4.22,4.22,5,5
2025-07-28 06:00:00+00:00,31.23,28.44,-2.79,-2.79,2.79,2.79,6,6
2025-07-28 07:00:00+00:00,26.09,21.72,-4.37,-4.37,4.37,4.37,7,7
2025-07-28 08:00:00+00:00,26.81,24.59,-2.22,-2.22,2.22,2.22,8,8
2025-07-28 09:00:00+00:00,27.08,25.55,-1.53,-1.53,1.53,1.53,9,9
2025-07-28 10:00:00+00:00,24.72,21.18,-3.54,-3.54,3.54,3.54,10,10
2025-07-28 11:00:00+00:00,29.98,28.64,-1.34,-1.34,1.34,1.34,11,11
2025-07-28 12:00:00+00:00,34.7,30.16,-4.54,-4.54,4.54,4.54,12,12
2025-07-28 13:00:00+00:00,32.1,30.06,-2.04,-2.04,2.04,2.04,13,13
2025-07-28 14:00:00+00:00,40.49,43.99,3.5,3.5,3.5,3.5,14,14
2025-07-28 15:00:00+00:00,41.68,43.19,1.51,1.51,1.51,1.51,15,15
2025-07-28 16:00:00+00:00,41.04,42.01,0.97,0.97,0.97,0.97,16,16
2025-07-28 17:00:00+00:00,44.59,42.58,-2.01,-2.01,2.01,2.01,17,17
2025-07-28 18:00:00+00:00,50.53,47.19,-3.34,-3.34,3.34,3.34,18,18
2025-07-28 19:00:00+00:00,49.37,47.02,-2.35,-2.35,2.35,2.35,19,19
2025-07-28 20:00:00+00:00,47.89,48.28,0.39,0.39,0.39,0.39,20,20
2025-07-28 21:00:00+00:00,46.94,49.61,2.67,2.67,2.67,2.67,21,21
2025-07-28 22:00:00+00:00,46.72,49.48,2.76,2.76,2.76,2.76,22,22
2025-07-28 23:00:00+00:00,43.66,45.74,2.08,2.08,2.08,2.08,23,23
2025-07-29 00:00:00+00:00,37.7,36.36,-1.34,-1.34,1.34,1.34,0,0
2025-07-29 01:00:00+00:00,45.66,46.22,0.56,0.56,0.56,0.56,1,1
2025-07-29 02:00:00+00:00,38.35,38.05,-0.3,-0.3,0.3,0.3,2,2
2025-07-29 03:00:00+00:00,140.15,140.15,-0.0,-0.0,0.0,0.0,3,3
2025-07-29 04:00:00+00:00,32.82,38.41,5.59,5.59,5.59,5.59,4,4
2025-07-29 05:00:00+00:00,29.05,25.14,-3.91,-3.91,3.91,3.91,5,5
2025-07-29 06:00:00+00:00,28.84,28.75,-0.09,-0.09,0.09,0.09,6,6
2025-07-29 07:00:00+00:00,24.3,27.83,3.53,3.53,3.53,3.53,7,7
2025-07-29 08:00:00+00:00,33.66,30.5,-3.16,-3.16,3.16,3.16,8,8
2025-07-29 09:00:00+00:00,25.22,24.11,-1.11,-1.11,1.11,1.11,9,9
2025-07-29 10:00:00+00:00,26.72,25.9,-0.82,-0.82,0.82,0.82,10,10
2025-07-29 11:00:00+00:00,29.79,29.73,-0.06,-0.06,0.06,0.06,11,11
2025-07-29 12:00:00+00:00,36.18,32.69,-3.49,-3.49,3.49,3.49,12,12
2025-07-29 13:00:00+00:00,35.41,37.4,1.99,1.99,1.99,1.99,13,13
2025-07-29 14:00:00+00:00,34.87,37.04,2.17,2.17,2.17,2.17,14,14
2025-07-29 15:00:00+00:00,43.69,45.46,1.77,1.77,1.77,1.77,15,15
2025-07-29 16:00:00+00:00,44.79,43.11,-1.68,-1.68,1.68,1.68,16,16
2025-07-29 17:00:00+00:00,46.38,47.1,0.72,0.72,0.72,0.72,17,17
2025-07-29 18:00:00+00:00,48.41,46.66,-1.75,-1.75,1.75,1.75,18,18
2025-07-29 19:00:00+00:00,53.61,53.28,-0.33,-0.33,0.33,0.33,19,19
2025-07-29 20:00:00+00:00,53.43,59.31,5.88,5.88,5.88,5.88,20,20
2025-07-29 21:00:00+00:00,45.91,46.65,0.74,0.74,0.74,0.74,21,21
2025-07-29 22:00:00+00:00,50.68,48.21,-2.47,-2.47,2.47,2.47,22,22
2025-07-29 23:00:00+00:00,45.99,46.94,0.95,0.95,0.95,0.95,23,23
2025-07-30 00:00:00+00:00,44.3,41.42,-2.88,-2.88,2.88,2.88,0,0
2025-07-30 01:00:00+00:00,36.41,33.91,-2.5,-2.5,2.5,2.5,1,1
2025-07-30 02:00:00+00:00,37.63,35.53,-2.1,-2.1,2.1,2.1,2,2
2025-07-30 03:00:00+00:00,33.43,32.82,-0.61,-0.61,0.61,0.61,3,3
2025-07-30 04:00:00+00:00,35.12,37.96,2.84,2.84,2.84,2.84,4,4
2025-07-30 05:00:00+00:00,33.66,35.61,1.95,1.95,1.95,1.95,5,5
2025-07-30 06:00:00+00:00,24.21,26.02,1.81,1.81,1.81,1.81,6,6
2025-07-30 07:00:00+00:00,28.34,26.09,-2.25,-2.25,2.25,2.25,7,7
2025-07-30 08:00:00+00:00,30.86,30.01,-0.85,-0.85,0.85,0.85,8,8
2025-07-30 09:00:00+00:00,27.93,29.11,1.18,1.18,1.18,1.18,9,9
2025-07-30 10:00:00+00:00,31.21,30.14,-1.07,-1.07,1.07,1.07,10,10
2025-07-30 11:00:00+00:00,31.86,31.66,-0.2,-0.2,0.2,0.2,11,11
2025-07-30 12:00:00+00:00,33.91,35.51,1.6,1.6,1.6,1.6,12,12
2025-07-30 13:00:00+00:00,34.79,34.42,-0.37,-0.37,0.37,0.37,13,13
2025-07-30 14:00:00+00:00,35.01,36.08,1.07,1.07,1.07,1.07,14,14
2025-07-30 15:00:00+00:00,37.84,42.32,4.48,4.48,4.48,4.48,15,15
2025-07-30 16:00:00+00:00,44.83,44.9,0.07,0.07,0.07,0.07,16,16
2025-07-30 17:00:00+00:00,45.17,48.62,3.45,3.45,3.45,3.45,17,17
2025-07-30 18:00:00+00:00,46.37,48.27,1.9,1.9,1.9,1.9,18,18
2025-07-30 19:00:00+00:00,46.65,43.48,-3.17,-3.17,3.17,3.17,19,19
2025-07-30 20:00:00+00:00,47.29,45.03,-2.26,-2.26,2.26,2.26,20,20
2025-07-30 21:00:00+00:00,50.33,48.75,-1.58,-1.58,1.58,1.58,21,21
2025-07-30 22:00:00+00:00,45.87,44.23,-1.64,-1.64,1.64,1.64,22,22
2025-07-30 23:00:00+00:00,91.06,91.33,0.27,0.27,0.27,0.27,23,23
2025-07-31 00:00:00+00:00,45.0,47.04,2.04,2.04,2.04,2.04,0,0
2025-07-31 01:00:00+00:00,40.22,43.86,3.64,3.64,3.64,3.64,1,1
2025-07-31 02:00:00+00:00,38.22,39.49,1.27,1.27,1.27,1.27,2,2
2025-07-31 03:00:00+00:00,39.57,38.96,-0.61,-0.61,0.61,0.61,3,3
2025-07-31 04:00:00+00:00,33.09,28.38,-4.71,-4.71,4.71,4.71,4,4
2025-07-31 05:00:00+00:00,31.79,32.47,0.68,0.68,0.68,0.68,5,5
2025-07-31 06:00:00+00:00,26.53,27.09,0.56,0.56,0.56,0.56,6,6
2025-07-31 07:00:00+00:00,27.93,28.89,0.96,0.96,0.96,0.96,7,7
2025-07-31 08:00:00+00:00,29.66,35.43,5.77,5.77,5.77,5.77,8,8
2025-07-31 09:00:00+00:00,24.59,28.19,3.6,3.6,3.6,3.6,9,9
2025-07-31 10:00:00+00:00,29.98,32.44,2.46,2.46,2.46,2.46,10,10
2025-07-31 11:00:00+00:00,31.32,29.41,-1.91,-1.91,1.91,1.91,11,11
2025-07-31 12:00:00+00:00,33.24,32.46,-0.78,-0.78,0.78,0.78,12,12
2025-07-31 13:00:00+00:00,38.15,38.41,0.26,0.26,0.26,0.26,13,13
2025-07-31 14:00:00+00:00,38.98,37.54,-1.44,-1.44,1.44,1.44,14,14
2025-07-31 15:00:00+00:00,44.42,46.17,1.75,1.75,1.75,1.75,15,15
2025-07-31 16:00:00+00:00,40.66,42.05,1.39,1.39,1.39,1.39,16,16
2025-07-31 17:00:00+00:00,45.55,43.33,-2.22,-2.22,2.22,2.22,17,17
2025-07-31 18:00:00+00:00,47.01,50.5,3.49,3.49,3.49,3.49,18,18
2025-07-31 19:00:00+00:00,45.13,45.89,0.76,0.76,0.76,0.76,19,19
2025-07-31 20:00:00+00:00,50.53,46.71,-3.82,-3.82,3.82,3.82,20,20
2025-07-31 21:00:00+00:00,89.94,90.31,0.37,0.37,0.37,0.37,21,21
2025-07-31 22:00:00+00:00,46.76,47.96,1.2,1.2,1.2,1.2,22,22
2025-07-31 23:00:00+00:00,46.47,49.4,2.93,2.93,2.93,2.93,23,23
2025-08-01 00:00:00+00:00,43.44,43.1,-0.34,-0.34,0.34,0.34,0,0
2025-08-01 01:00:00+00:00,39.03,41.6,2.57,2.57,2.57,2.57,1,1
2025-08-01 02:00:00+00:00,33.68,34.65,0.97,0.97,0.97,0.97,2,2
2025-08-01 03:00:00+00:00,33.88,31.09,-2.79,-2.79,2.79,2.79,3,3
2025-08-01 04:00:00+00:00,29.75,26.71,-3.04,-3.04,3.04,3.04,4,4
2025-08-01 05:00:00+00:00,35.42,38.73,3.31,3.31,3.31,3.31,5,5
2025-08-01 06:00:00+00:00,29.28,32.77,3.49,3.49,3.49,3.49,6,6
2025-08-01 07:00:00+00:00,27.7,29.01,1.31,1.31,1.31,1.31,7,7
2025-08-01 08:00:00+00:00,30.45,34.69,4.24,4.24,4.24,4.24,8,8
2025-08-01 09:00:00+00:00,25.76,28.9,3.14,3.14,3.14,3.14,9,9
2025-08-01 10:00:00+00:00,27.65,29.86,2.21,2.21,2.21,2.21,10,10
2025-08-01 11:00:00+00:00,31.33,29.55,-1.78,-1.78,1.78,1.78,11,11
2025-08-01 12:00:00+00:00,35.8,40.63,4.83,4.83,4.83,4.83,12,12
2025-08-01 13:00:00+00:00,36.89,38.73,1.84,1.84,1.84,1.84,13,13
2025-08-01 14:00:00+00:00,38.85,38.39,-0.46,-0.46,0.46,0.46,14,14
2025-08-01 15:00:00+00:00,41.01,39.84,-1.17,-1.17,1.17,1.17,15,15
2025-08-01 16:00:00+00:00,44.23,45.37,1.14,1.14,1.14,1.14,16,16
2025-08-01 17:00:00+00:00,45.8,42.12,-3.68,-3.68,3.68,3.68,17,17
2025-08-01 18:00:00+00:00,44.31,46.56,2.25,2.25,2.25,2.25,18,18
2025-08-01 19:00:00+00:00,48.0,46.12,-1.88,-1.88,1.88,1.88,19,19
2025-08-01 20:00:00+00:00,45.54,46.97,1.43,1.43,1.43,1.43,20,20
2025-08-01 21:00:00+00:00,48.09,47.29,-0.8,-0.8,0.8,0.8,21,21
2025-08-01 22:00:00+00:00,45.69,45.53,-0.16,-0.16,0.16,0.16,22,22
2025-08-01 23:00:00+00:00,51.65,50.26,-1.39,-1.39,1.39,1.39,23,23
2025-08-02 00:00:00+00:00,39.21,39.31,0.1,0.1,0.1,0.1,0,0
2025-08-02 01:00:00+00:00,33.39,38.61,5.22,5.22,5.22,5.22,1,1
2025-08-02 02:00:00+00:00,97.15,101.11,3.96,3.96,3.96,3.96,2,2
2025-08-02 03:00:00+00:00,33.02,34.41,1.39,1.39,1.39,1.39,3,3
2025-08-02 04:00:00+00:00,33.5,33.94,0.44,0.44,0.44,0.44,4,4
2025-08-02 05:00:00+00:00,25.77,28.38,2.61,2.61,2.61,2.61,5,5
2025-08-02 06:00:00+00:00,21.7,25.02,3.32,3.32,3.32,3.32,6,6
2025-08-02 07:00:00+00:00,26.7,25.13,-1.57,-1.57,1.57,1.57,7,7
2025-08-02 08:00:00+00:00,20.86,21.17,0.31,0.31,0.31,0.31,8,8
2025-08-02 09:00:00+00:00,23.56,19.51,-4.05,-4.05,4.05,4.05,9,9
2025-08-02 10:00:00+00:00,25.01,28.32,3.31,3.31,3.31,3.31,10,10
2025-08-02 11:00:00+00:00,27.07,32.73,5.66,5.66,5.66,5.66,11,11
2025-08-02 12:00:00+00:00,101.38,102.08,0.7,0.7,0.7,0.7,12,12
2025-08-02 13:00:00+00:00,30.02,25.21,-4.81,-4.81,4.81,4.81,13,13
2025-08-02 14:00:00+00:00,33.63,35.65,2.02,2.02,2.02,2.02,14,14
2025-08-02 15:00:00+00:00,36.87,35.11,-1.76,-1.76,1.76,1.76,15,15
2025-08-02 16:00:00+00:00,39.69,38.53,-1.16,-1.16,1.16,1.16,16,16
2025-08-02 17:00:00+00:00,41.63,43.7,2.07,2.07,2.07,2.07,17,17
2025-08-02 18:00:00+00:00,130.78,131.92,1.14,1.14,1.14,1.14,18,18
2025-08-02 19:00:00+00:00,46.08,45.36,-0.72,-0.72,0.72,0.72,19,19
2025-08-02 20:00:00+00:00,45.3,44.18,-1.12,-1.12,1.12,1.12,20,20
2025-08-02 21:00:00+00:00,45.11,45.92,0.81,0.81,0.81,0.81,21,21
2025-08-02 22:00:00+00:00,39.02,38.5,-0.52,-0.52,0.52,0.52,22,22
2025-08-02 23:00:00+00:00,41.51,39.24,-2.27,-2.27,2.27,2.27,23,23
2025-08-03 00:00:00+00:00,40.6,40.27,-0.33,-0.33,0.33,0.33,0,0
2025-08-03 01:00:00+00:00,76.79,78.14,1.35,1.35,1.35,1.35,1,1
2025-08-03 02:00:00+00:00,32.67,32.72,0.05,0.05,0.05,0.05,2,2
2025-08-03 03:00:00+00:00,30.16,27.13,-3.03,-3.03,3.03,3.03,3,3
2025-08-03 04:00:00+00:00,27.96,30.93,2.97,2.97,2.97,2.97,4,4
2025-08-03 05:00:00+00:00,28.67,22.32,-6.35,-6.35,6.35,6.35,5,5
2025-08-03 06:00:00+00:00,28.32,27.7,-0.62,-0.62,0.62,0.62,6,6
2025-08-03 07:00:00+00:00,23.72,22.67,-1.05,-1.05,1.05,1.05,7,7
2025-08-03 08:00:00+00:00,26.67,27.54,0.87,0.87,0.87,0.87,8,8
2025-08-03 09:00:00+00:00,25.05,26.95,1.9,1.9,1.9,1.9,9,9
2025-08-03 10:00:00+00:00,25.43,28.75,3.32,3.32,3.32,3.32,10,10
2025-08-03 11:00:00+00:00,26.8,25.52,-1.28,-1.28,1.28,1.28,11,11
2025-08-03 12:00:00+00:00,31.27,33.24,1.97,1.97,1.97,1.97,12,12
2025-08-03 13:00:00+00:00,32.63,33.62,0.99,0.99,0.99,0.99,13,13
2025-08-03 14:00:00+00:00,40.09,36.31,-3.78,-3.78,3.78,3.78,14,14
2025-08-03 15:00:00+00:00,34.86,40.11,5.25,5.25,5.25,5.25,15,15
